"ID"	"Progress"	"Duration (in seconds)"	"Finished"	"class"	"teach"	"Q4_1"	"Q4_2"	"Q4_3"	"Q4_4"	"Q4_5"	"Q4_6"	"Q4_7"	"Q4_8"	"Q4_9"	"Q4_10"	"Q4_11"	"Q4_12"	"Q4_13"	"Q4_14"	"Q4_15"	"Q4_16"	"Q4_17"	"Q4_18"	"Q4_19"	"Q5_1"	"Q5_2"	"Q5_3"	"Q5_4"	"Q5_5"	"Q5_6"	"Q5_7"	"Q5_8"	"Q5_9"	"Q5_10"	"Q5_11"	"Q5_12"	"Q6_1"	"Q6_2"	"Q6_3"	"Q6_4"	"Q6_5"	"Q6_6"	"Q6_7"	"Q6_8"	"Q6_9"	"Q6_10"	"Q6_11"	"Q7_1"	"Q7_2"	"Q7_3"	"Q7_4"	"Q7_5"	"Q7_6"	"Q7_7"	"Q7_8"	"Q7_9"	"Q7_10"	"Q7_11"	"Q7_12"	"Q7_13"	"Q7_14"	"Q7_15"	"version"	"random.split"
143	43	18	0	1	2	2	2	2	3	2	3	4	2	2	3	2	2	1	2	2	2	2	2	2	2	3	2	4	4	3	3	3	2	3	2	3	1	2	2	2	2	2	2	2	2	3	3	2	3	4	3	3	3	4	3	2	2	3	3	3	4	2	1	1
144	43	12	0	2	2	2	2	2	2	2	2	3	2	3	2	3	2	2	3	3	2	2	2	3	3	4	3	4	4	3	3	2	2	3	2	3	2	2	2	2	2	2	2	2	3	3	2	3	3	3	2	3	3	4	3	2	2	3	4	4	3	2	1	1
147	43	41	0	1	2	2	2	2	3	2	3	4	2	2	3	2	2	1	2	2	2	2	2	2	2	3	2	4	4	3	3	3	2	3	2	3	1	2	2	2	2	2	2	2	2	3	3	2	3	4	3	3	3	4	3	2	2	3	3	3	4	2	1	1
149	100	36	1	2	2	4	2	2	2	2	2	3	2	3	2	3	2	2	3	3	2	2	2	3	3	4	3	4	4	3	3	2	2	3	2	3	3	5	3	3	4	4	3	3	3	2	2	3	3	3	2	3	3	4	3	2	2	3	4	4	3	2	1	1
150	100	217	1	1	2	1	2	2	2	3	3	1	2	3	1	2	1	1	1	4	1	1	1	1	3	2	1	5	3	2	3	4	2	1	2	5	1	1	1	2	1	1	2	2	1	1	3	2	1	5	1	1	1	5	4	1	1	2	5	4	5	2	1	1
152	100	320	1	1	2	1	2	2	2	3	3	3	2	3	2	3	2	3	3	3	2	2	1	2	3	4	5	3	3	3	3	3	3	3	3	3	2	4	4	4	1	1	3	3	1	1	2	1	3	3	3	3	3	3	3	2	2	3	4	3	4	2	1	1
153	100	96	1	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1
155	43	4666	0	1	2	2	2	2	3	2	3	4	2	2	3	2	2	1	2	2	2	2	2	2	2	3	2	4	4	3	3	3	2	3	2	3	1	2	2	2	2	2	2	2	2	3	3	2	3	4	3	3	3	4	3	2	2	3	3	3	4	2	1	1
157	86	7109	0	1	2	4	4	4	4	5	4	4	2	3	3	4	4	2	3	3	3	4	4	4	3	3	3	3	3	3	2	3	2	2	1	3	1	2	1	1	1	2	2	2	2	3	3	2	3	4	3	3	3	4	3	2	2	3	3	3	4	2	1	1
159	71	110	0	1	2	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	4	4	3	5	5	4	4	4	2	2	1	1	1	2	2	2	2	2	2	2	2	3	3	2	3	4	3	3	3	4	3	2	2	3	3	3	4	2	1	1
160	43	36	0	1	2	2	2	2	3	2	3	4	2	2	3	2	2	1	2	2	2	2	2	2	2	3	2	4	4	3	3	3	2	3	2	3	1	2	2	2	2	2	2	2	2	3	3	2	3	4	3	3	3	4	3	2	2	3	3	3	4	2	1	1
161	43	30	0	1	1	3	2	3	3	2	3	4	2	2	3	3	2	1	3	2	3	2	2	3	3	3	3	4	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1	1
164	71	445	0	1	1	2	2	3	3	2	3	3	2	2	2	3	2	2	3	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1	1
166	57	110	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	4	4	3	3	3	2	3	2	3	1	2	2	2	2	2	2	2	2	3	3	2	3	4	3	3	3	4	3	2	2	3	3	3	4	2	1	1
167	43	5	0	1	2	2	2	2	3	2	3	4	2	2	3	2	2	1	2	2	2	2	2	2	2	3	2	4	4	3	3	3	2	3	2	3	1	2	2	2	2	2	2	2	2	3	3	2	3	4	3	3	3	4	3	2	2	3	3	3	4	2	1	1
176	100	183	1	1	1	3	3	3	3	3	4	5	4	4	3	3	3	3	5	3	4	3	3	3	5	5	5	5	5	3	3	5	5	3	5	4	3	3	4	3	3	3	3	3	4	5	4	3	4	5	4	4	4	3	5	3	4	5	5	5	5	4	1.2	1
177	100	234	1	1	1	2	2	2	2	2	2	4	2	2	2	2	2	1	2	2	2	2	2	2	2	5	4	5	5	4	2	4	4	3	2	3	1	1	1	1	4	2	2	2	2	4	2	2	3	4	2	3	4	4	3	2	2	3	4	5	5	2	1.2	1
178	100	202	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	4	4	4	4	3	3	4	4	4	4	4	2	2	2	2	2	2	3	2	3	4	3	3	3	4	3	3	3	4	3	3	3	4	4	4	4	3	1.2	1
179	100	236	1	1	1	2	2	1	1	1	1	5	1	3	1	2	4	2	3	1	1	1	2	2	4	4	3	5	5	2	3	1	1	3	2	1	1	1	1	1	1	1	1	2	3	1	1	1	2	3	3	3	1	3	1	1	1	1	3	2	1	1	1.2	1
181	100	290	1	1	1	2	2	3	3	3	3	4	2	3	2	3	2	1	2	3	2	2	3	3	4	4	4	4	5	4	3	4	3	3	3	3	1	1	1	2	3	1	1	1	4	3	4	3	3	4	1	2	4	5	3	1	2	3	4	5	3	2	1.2	1
184	100	170	1	1	1	3	2	3	3	2	4	5	3	4	3	4	4	2	4	4	4	2	3	3	4	4	2	5	5	3	4	4	2	3	2	4	2	2	2	2	5	2	3	2	3	5	4	3	4	5	4	3	4	5	4	3	3	4	5	5	5	3	1.2	1
185	100	439	1	1	1	2	1	3	2	3	4	4	3	3	2	2	4	2	3	2	3	2	2	3	3	3	2	4	4	3	4	3	2	3	3	3	2	3	4	3	2	2	2	3	4	4	4	3	3	4	3	3	3	4	3	2	2	3	4	4	3	2	1.2	1
186	100	341	1	1	2	2	1	2	2	1	1	3	1	1	1	1	1	1	4	1	1	1	1	1	1	1	4	4	4	2	4	4	1	4	1	4	2	2	1	2	4	1	1	1	1	4	1	1	1	4	1	1	1	4	1	1	1	1	1	5	1	1	1.2	1
187	100	201	1	1	1	3	3	3	3	2	3	5	4	2	3	2	1	1	2	3	2	1	2	3	4	3	2	4	4	2	3	3	3	3	4	1	1	1	1	1	2	1	1	1	3	3	3	2	2	4	2	2	3	3	2	2	2	2	4	5	4	3	1.2	1
190	100	322	1	1	1	3	2	2	2	1	2	4	1	3	1	1	2	1	4	3	3	1	2	2	3	4	3	4	4	2	1	1	1	1	2	1	1	2	2	3	3	1	1	3	4	2	1	2	2	4	4	1	2	3	1	1	1	2	3	5	4	1	1.2	1
191	100	181	1	1	1	4	4	4	4	4	5	5	4	4	5	4	4	3	5	4	4	4	4	4	4	3	4	5	5	3	4	4	4	4	4	3	2	3	2	4	3	3	4	3	2	4	4	4	4	4	4	4	4	4	4	3	3	4	4	5	5	3	1.2	1
197	100	304	1	1	1	2	1	2	1	1	2	3	1	1	2	1	3	1	2	2	2	1	2	2	2	3	2	3	3	2	1	2	1	1	2	3	1	1	2	2	2	1	1	2	1	1	3	2	1	2	3	1	2	3	3	3	2	3	2	5	3	1	1.2	1
200	100	189	1	1	1	3	3	3	3	4	4	4	3	3	3	3	4	3	3	3	3	2	3	3	3	4	4	5	5	3	3	4	4	3	3	3	3	3	3	3	4	3	3	3	4	5	3	3	4	3	3	3	4	4	3	3	3	4	4	4	4	3	1.2	1
202	100	225	1	1	1	2	2	2	2	2	1	3	2	2	2	2	2	1	3	2	3	1	2	2	2	4	3	4	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	3	4	3	3	3	3	3	3	3	2	3	3	3	1	3	3	4	2	1	1.2	1
203	100	156	1	1	1	3	3	2	3	2	2	3	1	2	3	3	1	1	3	2	3	1	3	2	1	2	2	1	2	2	2	2	2	1	3	2	1	2	1	2	3	1	2	2	1	3	2	2	1	4	2	3	4	2	2	3	2	2	4	4	3	1	1.2	1
204	100	1622	1	1	2	3	2	3	3	3	3	4	3	4	3	2	3	2	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	4	2	2	3	3	3	3	3	2	1.2	1
