"ID"	"Progress"	"Duration (in seconds)"	"Finished"	"class"	"teach"	"Q4_1"	"Q4_2"	"Q4_3"	"Q4_4"	"Q4_5"	"Q4_6"	"Q4_7"	"Q4_8"	"Q4_9"	"Q4_10"	"Q4_11"	"Q4_12"	"Q4_13"	"Q4_14"	"Q4_15"	"Q4_16"	"Q4_17"	"Q4_18"	"Q4_19"	"Q5_1"	"Q5_2"	"Q5_3"	"Q5_4"	"Q5_5"	"Q5_6"	"Q5_7"	"Q5_8"	"Q5_9"	"Q5_10"	"Q5_11"	"Q5_12"	"Q6_1"	"Q6_2"	"Q6_3"	"Q6_4"	"Q6_5"	"Q6_6"	"Q6_7"	"Q6_8"	"Q6_9"	"Q6_10"	"Q6_11"	"Q7_1"	"Q7_2"	"Q7_3"	"Q7_4"	"Q7_5"	"Q7_6"	"Q7_7"	"Q7_8"	"Q7_9"	"Q7_10"	"Q7_11"	"Q7_12"	"Q7_13"	"Q7_14"	"Q7_15"	"version"	"random.split"
205	100	371	1	1	1	3	3	3	3	3	5	5	3	3	3	3	3	2	4	4	4	3	3	3	3	4	3	4	4	4	3	4	3	2	3	3	2	2	3	3	3	3	3	3	5	3	4	3	3	5	3	3	3	5	3	3	3	3	5	4	5	3	1.2	1
207	100	226	1	1	1	3	3	3	3	3	3	4	2	3	2	2	2	1	3	3	3	2	3	4	4	4	4	4	3	3	3	3	3	3	3	2	1	2	2	3	3	2	2	2	4	3	4	3	3	4	4	3	4	4	4	3	3	3	4	4	4	3	1.2	1
209	100	1383	1	2	2	4	2	4	3	4	4	2	3	4	4	4	4	2	4	4	4	4	4	4	4	5	4	5	5	2	4	2	4	4	4	4	2	2	2	2	4	2	3	2	5	4	5	4	4	4	2	4	4	5	2	2	2	4	5	5	5	3	1.2	1
210	100	247	1	1	2	2	3	2	2	2	2	2	2	2	2	3	2	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1.2	1
211	100	278	1	1	1	3	3	3	3	3	3	4	3	3	3	3	3	2	4	4	4	3	3	3	3	4	3	3	4	3	4	3	3	3	4	4	4	2	4	3	4	2	3	2	3	4	4	3	3	4	2	3	3	3	3	3	3	3	4	4	3	3	1.2	1
212	100	428	1	1	1	4	2	4	4	3	4	5	3	4	3	5	5	2	3	4	2	3	2	4	4	3	2	4	5	4	4	4	3	3	4	4	4	4	5	5	3	4	5	5	5	3	5	4	4	5	4	4	4	5	5	3	4	3	5	5	5	3	1.2	1
216	100	253	1	1	1	2	3	2	2	1	1	4	4	3	2	2	3	1	3	2	3	1	2	4	2	2	3	2	4	4	2	2	3	4	2	3	2	2	1	3	3	2	2	3	1	2	2	2	3	4	3	3	4	4	3	2	1	4	4	4	4	1	1.2	1
217	100	240	1	1	1	3	3	3	3	3	3	3	3	4	3	3	3	2	3	3	3	3	3	4	3	4	4	4	4	3	3	4	3	2	3	3	3	3	3	3	4	2	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	1.2	1
218	100	354	1	1	1	3	3	3	3	3	3	4	3	4	3	3	3	2	3	3	3	2	3	3	4	2	2	4	4	3	3	2	2	3	2	2	2	2	2	2	2	2	2	2	5	2	4	3	3	4	3	3	5	5	3	3	3	3	4	4	4	3	1.2	1
219	100	562	1	1	1	5	5	5	5	4	5	5	4	5	4	5	4	3	5	4	3	5	4	5	5	4	5	4	4	3	3	3	3	3	5	4	4	4	5	5	4	5	3	3	5	5	5	5	5	4	4	5	4	5	4	5	5	5	4	5	5	4	1.2	1
220	100	375	1	1	1	3	3	3	2	4	3	3	3	3	3	3	2	2	3	3	3	4	3	3	2	3	3	3	5	3	3	3	3	4	3	3	3	2	1	2	2	2	2	2	2	4	2	2	3	4	2	3	2	2	2	3	3	3	4	3	4	3	1.2	1
222	100	442	1	1	2	1	1	1	1	1	3	4	2	2	1	2	1	1	3	2	2	2	1	2	2	3	2	4	4	3	3	3	2	1	2	2	1	2	2	2	3	1	1	2	1	1	2	1	3	4	3	2	3	4	3	1	1	2	3	4	4	1	1.2	1
224	100	336	1	1	1	3	3	3	3	3	5	5	3	3	3	3	3	2	4	4	4	3	3	3	4	4	2	5	5	3	3	4	3	3	3	5	1	2	2	3	3	1	3	3	5	4	4	4	3	5	3	3	4	4	3	3	3	3	4	4	4	2	1.2	1
225	100	407	1	1	1	3	3	3	3	2	2	4	2	3	2	3	1	1	3	3	2	1	2	3	4	4	4	4	4	3	4	1	1	1	3	2	2	2	2	1	2	1	2	2	3	3	4	4	3	4	3	3	4	5	5	3	3	4	5	5	5	4	1.2	1
227	100	267	1	1	1	3	2	3	3	2	4	5	3	3	3	2	3	2	4	3	3	2	2	3	3	3	3	4	4	3	4	3	4	3	2	3	3	3	4	3	3	2	3	3	4	3	3	3	3	4	3	3	3	3	3	3	2	3	4	4	3	2	1.2	1
228	100	291	1	1	1	4	2	3	4	2	4	4	2	4	4	4	4	1	4	4	4	2	4	2	3	4	2	5	4	4	4	4	4	4	5	5	2	1	2	2	4	3	4	2	5	5	5	4	4	5	5	3	4	4	4	3	4	4	5	5	5	3	1.2	1
231	43	43	0	1	1	3	2	3	3	2	3	4	2	2	3	3	2	1	3	2	3	2	2	3	3	3	3	4	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1.2	1
232	43	112	0	1	1	3	2	3	3	2	3	4	2	2	3	3	2	1	3	2	3	2	2	3	3	3	3	4	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1.2	1
235	43	95	0	1	1	3	2	3	3	2	3	4	2	2	3	3	2	1	3	2	3	2	2	3	3	3	3	4	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1.2	1
237	57	145	0	2	2	2	2	2	2	1	2	3	3	1	2	2	1	1	2	2	2	1	2	2	3	4	3	4	4	3	3	2	2	3	2	3	2	2	2	2	2	2	2	2	3	3	2	3	3	3	2	3	3	4	3	2	2	3	4	4	3	2	1.2	1
238	86	171	0	1	1	3	2	3	3	2	3	3	2	4	3	3	4	1	3	2	2	3	3	3	3	4	4	4	4	3	3	4	3	2	4	4	2	3	2	3	3	1	3	2	4	4	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1.2	1
239	43	34	0	1	1	3	2	3	3	2	3	4	2	2	3	3	2	1	3	2	3	2	2	3	3	3	3	4	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1.2	1
247	43	66	0	1	1	3	2	3	3	2	3	4	2	2	3	3	2	1	3	2	3	2	2	3	3	3	3	4	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1.2	1
248	86	265	0	1	1	2	2	2	2	3	3	4	3	2	2	3	2	2	1	1	1	2	2	2	1	3	3	4	4	3	3	3	2	1	2	2	1	2	1	2	3	2	2	3	4	4	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1.2	1
251	43	13	0	1	1	3	2	3	3	2	3	4	2	2	3	3	2	1	3	2	3	2	2	3	3	3	3	4	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1.2	1
252	57	148	0	1	1	3	3	2	3	3	3	4	2	3	3	3	4	3	3	3	3	3	2	3	3	3	3	4	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1.2	1
253	43	22	0	1	1	3	2	3	3	2	3	4	2	2	3	3	2	1	3	2	3	2	2	3	3	3	3	4	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1.2	1
255	43	18	0	1	1	3	2	3	3	2	3	4	2	2	3	3	2	1	3	2	3	2	2	3	3	3	3	4	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	3	3	4	3	3	2	3	4	4	4	3	1.2	1
257	100	236	1	1	2	1	2	2	2	1	2	2	1	1	1	2	1	1	3	2	2	1	2	1	3	3	3	4	4	3	1	3	3	2	1	2	1	2	1	2	1	1	1	1	3	3	3	2	2	4	3	3	3	3	2	2	1	2	2	4	5	1	1.2	1
259	100	107	1	1	2	3	3	3	3	3	4	4	3	2	3	3	2	1	3	2	3	3	3	2	3	2	3	4	4	3	3	3	2	2	2	3	2	2	2	2	3	2	3	3	3	2	3	3	3	4	3	3	3	4	4	3	3	3	4	4	4	4	1.5	1
263	100	191	1	1	2	3	2	2	2	2	2	4	2	2	3	3	3	2	3	2	2	2	2	2	3	4	4	4	4	3	3	4	4	4	3	4	3	3	3	3	3	2	3	3	2	4	3	2	2	4	3	3	3	4	3	3	2	2	3	2	3	3	1.5	1
269	100	160	1	1	2	2	2	1	1	1	1	1	1	2	2	3	1	1	1	1	3	1	1	1	3	5	2	5	5	3	5	5	3	3	4	5	1	1	1	1	2	1	1	1	5	2	3	2	1	2	1	4	5	5	3	3	1	1	5	5	5	1	1.5	1
270	100	206	1	1	1	3	3	3	3	2	2	3	2	2	2	3	1	1	2	1	3	2	2	1	3	3	2	2	2	3	3	2	3	3	2	1	1	1	1	2	3	2	2	2	1	3	2	2	1	3	2	3	2	3	3	1	1	2	3	3	2	1	1.5	1
273	100	176	1	1	2	2	2	2	3	1	2	2	2	3	2	2	2	2	1	1	2	1	1	2	2	4	1	4	4	2	2	3	1	1	2	1	1	1	1	4	1	2	1	2	5	4	3	2	2	2	3	3	2	2	2	3	2	4	3	4	3	2	1.5	1
274	100	264	1	1	1	3	2	3	3	3	2	2	2	2	3	2	1	1	2	3	2	1	2	2	4	3	2	1	1	2	2	1	2	2	3	3	1	2	1	1	1	2	2	3	1	2	2	3	2	2	2	5	2	2	2	3	1	2	2	5	5	3	1.5	1
275	100	261	1	1	1	2	3	2	4	4	4	5	3	2	3	4	3	2	3	3	4	4	4	4	3	4	2	3	4	4	4	3	3	3	3	3	2	4	4	3	3	3	3	3	4	4	4	2	3	4	4	4	3	3	3	4	2	5	3	3	5	3	1.5	1
276	100	161	1	1	1	3	3	3	3	3	3	4	3	3	3	3	2	2	4	3	4	4	4	4	2	2	3	4	4	4	2	2	2	2	3	3	2	1	2	1	2	1	2	2	1	2	2	2	2	2	2	2	2	2	3	2	2	2	3	3	4	3	1.5	1
279	100	233	1	1	2	3	3	3	2	2	2	3	3	2	2	4	2	3	4	2	2	2	3	1	4	3	2	4	2	2	2	4	3	3	3	3	1	1	1	1	3	2	2	2	1	3	1	2	3	2	2	3	2	3	2	2	1	2	2	3	3	2	1.5	1
280	100	187	1	1	1	4	4	5	3	2	4	5	1	1	4	3	1	1	1	4	2	1	3	2	3	2	1	1	4	2	1	1	4	3	3	2	2	1	2	1	4	2	2	4	2	4	3	4	3	2	4	3	4	2	2	3	1	4	5	5	5	3	1.5	1
281	100	252	1	1	2	2	2	3	2	1	3	3	2	2	2	2	3	2	2	2	3	3	2	3	1	2	2	3	4	3	3	2	2	3	2	4	1	1	2	1	3	1	3	2	5	1	3	1	2	4	3	3	3	2	3	2	1	3	3	5	3	1	1.5	1
285	100	162	1	1	2	2	3	2	3	2	3	4	3	3	3	2	1	1	3	3	4	2	3	3	2	3	4	4	4	4	3	4	3	3	2	4	2	2	3	2	1	2	3	2	2	4	4	3	3	4	2	3	3	4	4	2	2	3	4	4	4	4	1.5	1
289	100	287	1	1	1	3	2	3	3	4	3	4	3	3	3	4	2	2	4	3	4	3	3	4	3	4	4	3	4	3	4	3	4	3	3	4	2	3	3	3	2	2	3	3	4	3	3	3	3	4	3	3	3	4	3	3	2	3	3	3	4	3	1.5	1
292	100	178	1	2	2	2	3	2	2	2	2	3	2	1	2	2	1	1	1	2	1	1	2	1	3	3	3	4	4	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3	3	2	3	2	2	2	2	2	4	4	4	1.5	1
293	100	126	1	2	2	2	3	3	4	4	4	5	3	4	3	4	2	2	4	4	2	3	3	4	2	3	3	4	3	4	3	4	3	4	3	3	2	4	2	3	2	3	4	3	3	4	3	4	3	3	4	3	3	4	3	3	4	3	4	3	3	4	1.5	1
294	100	254	1	1	2	2	3	3	3	3	3	3	3	2	3	2	2	2	2	2	3	3	3	3	2	2	3	2	1	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1.5	1
297	100	265	1	1	1	3	3	3	3	3	3	3	3	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	4	3	3	3	4	4	3	4	3	3	4	4	3	4	4	4	4	4	4	4	4	4	1.5	1
298	100	174	1	1	1	3	3	3	3	2	4	4	2	4	3	3	4	2	3	2	2	2	3	3	4	4	4	4	4	4	4	4	4	3	4	4	2	3	3	3	2	2	2	3	4	2	3	3	3	4	4	4	4	4	3	3	3	3	4	4	4	3	1.5	1
302	100	181	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	3	4	4	4	4	4	4	5	5	5	5	5	5	5	5	4	5	5	5	5	4	4	4	4	4	4	4	4	5	4	4	5	5	5	5	5	5	5	5	5	5	5	1.5	1
303	100	104	1	1	1	2	1	3	2	1	1	4	1	1	3	1	4	1	1	4	3	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	2	2	2	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1.5	1
307	100	324	1	1	1	3	4	4	3	4	4	5	3	2	3	3	2	1	3	3	4	4	4	3	2	3	4	4	2	4	4	4	3	4	5	5	2	2	3	3	5	4	4	4	4	4	4	4	3	3	4	3	4	5	4	4	4	3	3	5	4	4	1.5	1
310	100	239	1	1	2	2	2	2	2	2	4	5	2	2	2	2	1	1	2	2	1	2	2	2	4	4	4	5	4	4	5	5	3	3	2	3	1	2	1	1	1	2	1	1	1	2	4	2	2	4	4	4	4	2	2	1	1	2	4	2	5	2	1.5	1
311	100	327	1	1	1	3	2	2	2	3	2	4	2	2	2	3	1	1	2	4	3	3	2	2	1	3	2	2	2	3	4	2	2	3	2	3	1	3	2	2	3	2	2	2	2	2	4	3	3	4	3	3	4	4	2	3	2	2	2	2	4	2	1.5	1
313	100	185	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	1	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	1.5	1
321	100	344	1	1	1	2	1	1	1	3	3	4	3	3	3	1	1	1	2	2	3	2	3	2	1	4	2	2	2	2	1	2	2	3	3	4	4	4	2	4	3	2	2	2	1	5	3	2	3	2	2	1	2	2	2	4	1	3	1	1	4	3	1.5	1
322	100	236	1	1	2	4	2	5	5	4	4	5	4	3	4	3	2	2	3	3	2	2	4	5	4	4	4	4	4	5	4	4	4	5	2	4	2	3	3	4	2	4	3	3	2	5	4	2	3	4	5	4	3	5	4	2	4	4	5	2	5	4	1.5	1
324	100	307	1	1	1	2	2	2	2	1	2	4	2	4	1	1	2	1	2	3	1	1	2	4	4	3	2	3	3	2	2	3	2	3	2	2	2	2	1	3	1	1	1	2	4	1	2	1	1	4	3	3	2	1	1	1	1	1	4	5	5	2	1.5	1
325	100	145	1	1	1	2	2	2	3	3	3	3	2	2	3	3	2	3	3	3	3	3	3	3	2	3	1	1	3	2	4	2	2	3	1	3	1	1	1	1	1	1	1	2	1	2	2	3	3	3	3	2	2	2	3	2	2	2	3	4	4	3	1.5	1
326	100	333	1	1	1	3	3	2	2	3	3	4	2	2	3	3	2	1	4	3	3	2	3	3	3	3	2	4	4	4	3	3	3	3	2	3	1	1	1	2	3	1	2	2	2	2	2	3	3	4	3	3	4	4	3	2	2	3	3	1	4	3	1.5	1
327	100	159	1	1	2	3	4	5	4	4	5	4	4	2	3	4	1	1	3	3	4	1	3	2	5	5	5	5	5	5	5	5	4	3	4	4	1	2	2	3	2	3	2	4	2	4	5	4	4	5	5	3	4	4	3	4	4	3	4	2	4	4	1.5	1
329	100	309	1	1	1	3	2	1	2	1	3	2	1	1	2	3	2	1	1	1	1	3	2	2	1	2	3	2	1	1	1	1	2	3	2	1	1	1	1	2	1	1	1	3	1	3	2	1	2	3	3	3	3	4	2	1	1	2	2	2	2	1	1.5	1
330	100	214	1	1	1	2	2	2	2	3	3	3	3	2	3	3	2	2	3	3	3	2	2	2	2	3	3	4	4	3	3	3	2	3	3	3	2	3	2	3	3	2	2	3	3	3	3	2	2	4	4	3	3	4	3	2	2	3	4	4	4	3	1.5	1
331	100	279	1	1	2	1	1	2	2	4	4	4	2	2	2	2	1	1	4	2	4	1	2	2	3	3	3	5	5	4	4	4	4	4	3	4	2	3	2	3	4	2	3	3	1	4	3	3	4	5	3	3	4	4	4	2	2	4	4	2	4	2	1.5	1
334	100	106	1	1	2	2	2	3	3	2	2	2	2	3	3	3	3	2	3	3	3	2	2	3	3	4	4	4	4	3	3	3	4	3	3	3	2	2	2	2	2	2	2	2	2	3	3	2	2	3	2	3	2	3	3	3	2	3	3	3	3	3	1.5	1
341	100	432	1	1	1	3	3	4	3	2	3	4	3	4	3	3	2	2	2	3	3	2	2	3	4	3	2	3	3	4	4	4	4	2	4	3	2	2	1	2	4	2	2	2	1	3	4	3	2	3	3	2	3	4	4	2	3	3	4	3	4	3	1.5	1
342	100	395	1	1	2	2	2	2	2	4	3	5	4	3	3	3	4	2	2	2	2	4	2	3	3	3	2	4	4	4	4	5	3	3	2	2	3	3	4	3	2	4	3	4	3	4	4	3	4	4	2	4	3	5	4	3	2	4	4	4	4	3	1.5	1
343	100	282	1	1	1	4	2	2	3	2	3	2	2	2	3	2	1	1	3	1	1	1	2	2	2	4	1	2	4	4	3	3	3	4	2	3	2	2	2	2	2	2	2	3	2	2	2	2	3	3	2	2	2	2	2	3	1	3	1	4	2	2	1.5	1
346	100	197	1	1	1	2	2	2	2	2	2	4	3	3	4	2	4	4	3	4	3	3	2	3	1	2	2	4	3	2	3	4	2	3	3	4	2	2	2	1	4	2	3	2	1	3	2	2	3	2	2	3	2	2	3	2	3	2	2	4	4	2	1.5	1
350	100	341	1	1	1	4	3	3	3	4	3	4	3	2	3	3	4	2	4	3	2	4	2	3	2	2	3	5	4	2	3	2	3	3	3	2	1	2	5	2	5	2	4	2	2	4	3	3	2	4	4	3	3	4	3	3	3	2	4	2	5	4	1.5	1
351	100	124	1	1	1	2	2	2	2	2	2	3	2	2	2	2	2	1	3	2	3	3	2	2	4	4	3	3	2	3	3	2	3	3	2	3	2	3	2	3	2	2	2	2	2	2	3	2	2	3	2	3	3	2	2	2	3	2	3	4	2	2	1.5	1
352	100	284	1	1	2	2	2	3	3	2	1	2	1	1	2	4	3	2	1	1	1	1	2	1	2	1	1	1	2	2	2	1	3	1	2	1	4	4	4	2	4	3	3	3	4	3	4	2	2	2	2	2	1	2	2	2	1	3	2	4	2	2	1.5	1
353	100	204	1	1	2	3	3	3	4	4	4	4	3	4	3	3	2	2	3	3	3	3	3	3	3	3	3	4	4	4	3	4	4	3	3	3	2	2	2	2	2	2	3	2	3	3	2	4	3	4	4	3	3	4	4	4	3	3	3	4	4	3	1.5	1
354	100	503	1	1	2	2	2	2	3	2	3	4	3	3	3	3	2	2	1	1	1	2	2	2	3	3	2	2	2	2	2	2	2	2	1	2	2	2	4	2	3	3	3	3	4	4	4	3	3	4	4	3	3	3	2	4	4	4	4	4	4	4	1.5	1
359	100	339	1	1	1	1	2	2	1	1	2	4	1	1	2	1	2	1	2	3	1	2	2	1	3	3	2	3	3	1	2	2	2	3	2	2	1	1	2	2	1	1	2	2	3	3	2	2	3	4	3	3	4	4	2	1	1	3	3	2	4	2	1.5	1
360	100	269	1	1	1	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	2	2	2	4	4	3	2	4	3	3	3	3	1	3	2	3	2	2	3	3	3	3	3	3	3	3	3	2	3	4	3	3	3	3	3	3	3	3	1.5	1
363	100	587	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	4	3	3	3	3	3	3	3	3	4	4	3	3	3	4	3	4	4	4	4	4	4	4	5	5	4	4	1.5	1
364	100	456	1	1	2	2	2	2	3	2	4	4	3	2	2	4	4	2	5	3	2	2	2	3	3	3	3	5	5	3	5	4	3	2	4	4	2	2	2	2	4	2	4	3	5	4	4	3	3	5	4	5	4	4	3	2	3	3	5	4	3	3	1.5	1
365	100	313	1	1	1	2	2	3	3	2	5	3	2	2	2	3	2	2	3	2	2	3	2	2	3	4	2	3	4	2	3	2	3	3	2	2	2	3	4	4	1	1	2	3	2	1	2	2	2	5	4	4	5	5	4	3	2	3	5	4	5	3	1.5	1
366	100	210	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1.5	1
367	100	262	1	1	1	3	3	3	3	2	2	4	2	3	3	3	1	1	2	2	2	4	3	3	1	2	1	5	5	2	1	2	1	3	3	1	1	1	1	1	2	1	2	3	4	5	3	3	3	3	3	3	3	4	3	2	1	3	4	3	3	3	1.5	1
370	100	277	1	1	1	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	2	2	2	2	2	2	2	2	2	3	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1.5	1
371	100	190	1	1	1	3	3	2	3	3	3	4	2	3	3	3	2	2	2	2	2	2	3	3	3	2	2	4	3	3	3	2	2	3	3	1	2	2	3	2	2	1	2	2	5	2	3	2	3	4	4	2	3	4	3	3	1	2	4	4	3	2	1.5	1
373	100	242	1	1	1	2	2	2	2	2	1	3	1	2	2	2	1	2	3	2	3	1	2	2	4	4	4	5	5	3	3	4	4	3	2	3	3	3	3	3	2	1	2	2	3	3	2	3	3	3	3	3	3	4	3	2	2	3	3	3	4	3	1.5	1
377	100	638	1	1	1	1	1	1	1	1	5	5	4	2	2	2	3	5	3	3	3	3	2	3	2	5	5	4	5	2	5	4	4	4	2	4	2	2	2	5	3	2	4	4	1	1	1	3	3	5	1	4	2	2	2	3	1	3	5	5	5	3	1.5	1
379	100	668	1	1	1	2	2	2	1	1	3	3	2	1	3	2	1	1	1	2	2	1	2	2	2	3	3	3	4	4	3	4	4	3	3	3	1	1	1	1	1	1	1	2	1	2	1	2	3	3	3	4	2	3	3	4	2	3	3	3	3	3	1.5	1
380	100	244	1	1	2	3	3	3	3	2	2	3	2	2	3	2	2	2	3	2	2	2	2	3	3	3	3	4	4	4	4	4	4	3	3	4	3	5	5	5	5	5	4	5	5	5	5	4	4	4	4	4	4	4	5	5	3	4	4	3	4	3	1.5	1
381	100	132	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1.5	1
384	100	493	1	1	1	2	2	2	3	3	2	3	2	3	3	2	2	3	3	2	3	2	2	2	3	3	3	2	3	4	3	3	3	3	2	3	2	2	3	3	3	2	3	2	3	3	2	4	3	3	2	3	2	2	4	2	3	2	3	2	3	3	1.5	1
387	100	393	1	1	1	2	3	3	2	2	4	4	2	4	3	4	2	1	3	2	2	3	2	4	4	2	4	5	4	4	3	2	2	2	5	5	1	2	1	2	5	3	3	3	5	5	3	3	4	4	3	5	4	5	4	5	2	4	5	5	5	5	1.5	1
389	100	320	1	1	1	2	2	2	2	3	4	4	2	2	3	3	4	3	3	2	2	4	2	3	4	4	2	2	2	2	3	2	3	3	2	2	2	2	2	2	1	4	3	3	4	3	3	3	3	4	4	4	4	5	3	4	4	3	3	3	3	4	1.5	1
396	100	309	1	1	1	2	3	2	2	4	4	4	3	4	3	3	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	2	3	4	2	2	2	2	2	2	2	2	4	4	3	3	4	4	2	2	2	4	2	2	2	2	4	4	3	3	1.5	1
397	100	328	1	1	1	2	4	4	3	3	3	3	4	2	2	2	2	3	4	3	2	1	3	3	2	3	2	4	4	2	2	3	3	2	4	3	4	4	3	3	3	3	3	3	4	1	3	3	3	2	3	2	3	3	2	2	2	2	3	4	3	3	1.5	1
398	100	332	1	1	1	2	1	2	2	3	4	4	2	4	4	2	1	1	4	1	1	1	2	4	2	4	1	1	2	2	1	1	4	3	3	4	1	4	2	1	2	1	2	2	2	4	2	3	3	4	5	2	2	4	2	2	2	2	4	4	2	2	1.5	1
399	100	393	1	1	1	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	4	5	3	3	4	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	4	4	3	2	2	3	3	3	4	3	1.5	1
401	100	127	1	1	2	3	3	3	3	2	2	4	2	2	2	2	1	1	3	2	2	3	3	3	2	2	1	3	3	3	3	1	1	1	2	3	1	2	3	3	1	1	2	3	2	4	3	2	2	4	4	3	3	4	3	2	2	3	4	5	3	2	1.5	1
403	100	788	1	1	1	2	3	3	4	2	3	5	3	4	3	4	3	2	3	2	2	2	2	4	2	4	3	4	4	3	2	3	3	3	4	3	2	3	3	4	1	2	2	3	4	4	3	4	4	4	4	3	3	4	2	5	3	4	3	3	3	3	1.5	1
404	100	513	1	1	1	2	1	1	1	1	2	3	2	1	1	1	3	2	1	1	1	2	2	1	4	4	2	5	4	5	5	5	4	2	2	1	2	2	2	5	2	2	4	4	4	2	2	1	3	2	4	4	4	4	2	1	1	2	2	5	2	1	1.5	1
409	100	744	1	1	2	2	3	3	2	3	4	4	2	3	2	2	3	2	2	3	2	2	3	2	2	4	3	3	3	3	2	4	2	2	3	3	2	3	2	2	2	2	2	2	3	3	2	2	2	3	3	2	2	3	2	4	2	3	3	3	2	2	1.5	1
410	100	631	1	1	1	3	2	3	4	2	4	4	3	2	3	2	2	2	3	4	4	3	3	4	4	4	4	4	4	4	3	4	2	3	3	4	2	2	2	2	4	2	3	3	4	4	3	3	2	4	2	3	3	4	3	4	2	4	4	4	4	2	1.5	1
411	100	474	1	1	1	4	2	3	1	3	5	3	1	2	4	3	2	3	1	2	4	3	1	4	4	3	2	3	1	2	4	3	2	2	3	4	5	2	3	2	1	2	4	3	3	2	3	2	3	4	3	1	3	5	4	2	3	1	2	4	3	2	1.5	1
413	100	1203	1	1	1	3	3	3	3	3	4	4	3	3	3	4	4	2	3	3	3	3	3	3	3	3	3	4	5	5	3	5	3	3	4	4	2	2	2	2	2	2	3	3	3	3	3	3	3	4	4	4	3	4	4	4	4	4	4	4	4	3	1.5	1
415	100	335	1	1	1	2	1	3	2	2	4	4	3	4	3	4	1	1	3	2	4	4	2	4	3	2	1	4	4	2	2	3	3	2	4	3	1	1	1	1	4	2	2	2	2	4	3	2	4	5	5	5	4	5	5	3	2	4	4	5	4	2	1.5	1
416	100	211	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	4	4	4	1	4	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	4	5	4	1	1.5	1
